148 MCG+07-23-019    11 04.00  40 50.8  2.1 W 420 560 210
149 IC 0803          12 39.71  16 35.5  2.1 E 420 560 210
150 NGC 7609         23 19.50  09 30.5  2.1 E 420 560 210
151 MRK 0040         11 25.60  54 22.9  2.1 N 420 560 210
152 MESSIER 87       12 30.82  12 23.5  2.6 N 336 448 168
153 NGC 5128         13 25.46 -43 01.1 21.8 W  40  54  20
154 NGC 1316         03 22.69 -37 12.6  5.2 E 168 224  84
155 NGC 3656         11 23.64  53 50.5  2.6 E 336 448 168
156 UGC 05814        10 42.63  77 29.7  2.6 E 336 448 168
157 NGC 0520         01 24.59  03 47.6 10.4 N  84 112  42
158 NGC 0523         01 25.33  34 01.5  3.5 E 252 336 126
159 NGC 4747         12 51.76  25 46.5 10.4 E  84 112  42
160 NGC 4194         12 14.17  54 31.7  3.5 N 252 336 126
161 UGC 06665        11 42.21  00 20.0  2.6 S 336 448 168
162 NGC 3414         10 51.27  27 58.5  3.5 N 252 336 126
163 NGC 4670         12 45.28  27 07.5  2.1 W 420 560 210
164 NGC 0455         01 15.95  05 10.7  3.5 E 252 336 126
165 NGC 2418         07 36.63  17 53.1  3.5 N 252 336 126
166 NGC 0750 + 51    01 57.54  33 12.6  3.5 N 252 336 126
167 NGC 2672         08 49.37  19 04.5  2.6 E 336 448 168
168 MESSIER 32       00 42.70  40 51.9 16.2 E  54  72  27
169 NGC 7236 + 37    22 14.75  13 50.8  3.5 E 252 336 126
170 NGC 7578A + B    23 17.20  18 42.0  3.5 N 252 336 126
171 NGC 5718         14 40.72  03 27.2  2.6 E 336 448 168
172 IC 1178          16 05.55  17 36.1  3.5 S 252 336 126
173 UGC 09561        14 51.44  09 19.7  3.5 S 252 336 126
174 NGC 3068A        09 58.67  28 52.6  5.2 S 168 224  84
175 IC 3481+A + 83   12 32.87  11 24.2 10.4 E  84 112  42
176 NGC 4933A + B    13 03.91 -11 30.4  3.5 W 252 336 126
177 MCG+04-35-017    14 55.81  24 35.9  2.1 W 420 560 210
178 NGC 5613         14 24.10  34 53.5  3.5 N 252 336 126
179 NPM1G -04.0134   03 01.68 -04 40.3  2.1 W 420 560 210
180 MCG-01-13-034    04 53.37 -04 48.1  2.6 S 336 448 168
181 NGC 3212         10 28.28  79 49.4  3.5 W 252 336 126
182 NGC 7674         23 27.95  08 46.7  3.5 E 252 336 126
183 UGC 08560        13 34.92  31 23.5  3.5 E 252 336 126
184 NGC 1961         05 42.07  69 22.8 10.4 W  84 112  42
185 NGC 6217         16 32.67  78 11.9  5.2 W 168 224  84
186 NGC 1614         04 34.00 -08 34.7  2.6 S 336 448 168
187 MCG-02-13-040A   05 04.88 -10 14.9  2.1 S 420 560 210
188 UGC 10214        16 06.06  55 25.3  5.2 E 168 224  84
189 NGC 4651         12 43.71  16 23.7 10.4 E  84 112  42
190 UGC 02320        02 50.33  12 53.3  5.2 N 168 224  84
191 UGC 06175        11 07.34  18 25.9  2.6 E 336 448 168
192 NGC 3303         10 36.99  18 08.2  3.5 N 252 336 126
193 IC 0883          13 20.59  34 08.3  2.6 S 336 448 168
194 UGC 06945        11 57.88  36 23.3  2.6 N 336 448 168
195 UGC 04653        08 53.84  35 08.6  2.6 W 336 448 168
196 Herzog 21        13 14.63  26 07.4  2.1 N 420 560 210
197 IC 0701          11 31.01  20 28.2  2.6 E 336 448 168
198 UGC 06073        10 59.76  17 38.9  2.6 W 336 448 168
199 NGC 5544 + 45    14 17.04  36 34.3  2.1 E 420 560 210
200 NGC 1134         02 53.69  13 00.9  3.5 S 252 336 126
201 UGC 00224        00 23.56 -00 29.4  2.1 N 420 560 210
202 NGC 2719 + A     09 00.26  35 43.6  3.5 W 252 336 126
203 NGC 3712         11 31.15  28 34.0  3.5 N 252 336 126
204 UGC 08454        13 22.83  84 30.4  2.6 E 336 448 168
205 NGC 3448         10 54.65  54 18.4 10.4 E  84 112  42
206 NGC 3432         10 52.52  36 37.2 10.4 N  84 112  42
207 UGC 05050        09 31.11  76 27.9  2.1 S 420 560 210
208 MCG+08-31-010    16 51.05  47 13.2  2.6 E 336 448 168
209 NGC 6052         16 05.21  20 32.5  2.1 W 420 560 210
210 NGC 1569         04 30.82  64 50.9  3.5 W 252 336 126
211 MCG+07-26-034    12 37.32  38 43.5  2.1 E 420 560 210
212 NGC 7625         23 20.50  17 13.5  2.6   336 448 168
213 IC 0356          04 07.79  69 48.8  5.2 W 168 224  84
214 NGC 3718         11 32.59  53 04.0 10.4 S  84 112  42
215 NGC 2782         09 14.09  40 06.8  5.2 E 168 224  84
216 NGC 7679 + 82    23 28.78  03 30.7 10.4 E  84 112  42
217 NGC 3310         10 38.77  53 30.1 10.4 W  84 112  42
218 CGCG 107-052     15 53.54  18 36.2  2.1 N 420 560 210
219 UGC 02812        03 39.7  -02 06.8  2.1 S 420 560 210
220 IC 4553          15 34.95  23 30.3  2.6 S 336 448 168
221 MCG-02-25-006    09 36.4  -11 19.7  2.6 N 336 448 168
222 NGC 7727         23 39.90 -12 17.5 10.4 N  84 112  42
223 NGC 7585         23 18.04 -04 38.9  3.5 E 252 336 126
224 NGC 3921         11 51.11  55 04.7  5.2 S 168 224  84
225 NGC 2655         08 55.65  78 13.5 10.4 W  84 112  42
226 NGC 7252         22 20.75 -24 40.7 10.4 N  84 112  42
227 NGC 0474         01 20.11  03 25.0 10.4 E  84 112  42
228 IC 0162          01 48.89  10 31.3  2.6 N 336 448 168
229 NGC 0508 + 07    01 23.68  33 16.8 10.4 E  84 112  42
230 IC 0051          00 46.40 -13 26.5  3.5 N 252 336 126
231 IC 1575          00 43.56 -04 07.1  5.2 S 168 224  84
232 NGC 2911         09 33.78  10 09.1  2.1 W 420 560 210
233 UGC 05720        10 32.53  54 24.0  2.6 W 336 448 168
234 NGC 3738         11 35.81  54 31.5  3.5 E 252 336 126
235 NGC 0014         00 08.77  15 48.9  3.5 N 252 336 126
236 IC 1623          01 07.79 -17 30.4  5.2 E 168 224  84
237 UGC 05044        09 27.73  12 17.2  2.6 S 336 448 168
238 UGC 08335        13 15.49  62 07.7  2.6 W 336 448 168
239 NGC 5278 + 79    13 41.66  55 40.1  4.2 E 210 280 105
240 NGC 5257 + 58    13 39.88  00 50.4  4.2 E 210 280 105
241 UGC 09425        14 37.85  30 28.9  2.1 N 420 560 210
242 NGC 4676A + B    12 46.17  30 44.0  5.2 N 168 224  84
243 NGC 2623         08 38.40  25 45.3  2.6 W 336 448 168
244 NGC 4038 + 39    12 01.88 -18 51.9 20.8 E  42  56  21
245 NGC 2992 + 93    09 45.70 -14 19.6 10.4 N  84 112  42
246 NGC 7838         00 06.90  08 21.0  2.1 E 420 560 210
247 IC 2338 + 39     08 23.54  21 20.3  2.6 S 336 448 168
248 Wild's Triplet   11 46.75 -03 50.8  5.2 W 168 224  84
249 UGC 12891        00 00.32  22 59.4  2.1 N 420 560 210
250 IRAS F07327+3529 07 36.00  35 22.5  2.1 E 420 560 210
251 VV 674           00 53.78 -13 51.7  2.1 S 420 560 210
252 ESO 566-IG007    09 44.97 -19 43.5  2.6 S 336 448 168
253 UGCA 173 + 174   09 43.41 -05 16.8  3.5 E 252 336 126
254 NGC 5917         15 21.54 -07 22.6 10.4 S  84 112  42
255 UGC 05304        09 53.15  07 52.8  2.6 N 336 448 168
256 MCG-02-01-52     00 18.83 -10 21.7  2.6 W 336 448 168
257 UGC 04638        08 51.64 -02 22.0  2.6 W 336 448 168
258 UGC 02140        02 39.08  18 23.6  3.5 S 252 336 126
259 NGC 1741         05 01.63 -04 15.5  3.5 W 252 336 126
260 UGC 07230        12 13.65  16 07.3  2.6 N 336 448 168
261 MCG-02-38-016    14 49.51 -10 10.4 10.4 N  84 112  42
262 UGC 12856        23 56.75  16 48.7  2.6 N 336 448 168
263 NGC 3239         10 25.09  17 09.6  5.2 S 168 224  84
264 NGC 3104         10 03.96  40 45.4  3.5 E 252 336 126
265 IC 3862          12 53.89  36 05.2  2.1 N 420 560 210
266 NGC 4861         12 59.03  34 51.6  3.5 N 252 336 126
267 UGC 05764        10 36.71  31 32.8  2.6 S 336 448 168
268 Holmberg II      08 19.10  70 42.8 10.4 S  84 112  42
269 NGC 4490 + 85    12 30.61  41 38.4 10.4 N  84 112  42
270 NGC 3395 + 96    10 49.83  32 58.8  3.5 E 252 336 126
271 NGC 5426 + 27    14 03.42 -06 04.2  5.2 S 168 224  84
272 NGC 6054         16 05.51  17 46.1  2.1 W 420 560 210
273 UGC 01810 + 13   02 21.48  39 22.5  3.5 E 252 336 126
274 NGC 5679A +B+C   14 35.10  05 20.9  2.6 E 336 448 168
275 NGC 2881         09 25.92 -11 59.0  2.1 W 420 560 210
276 NGC 0935+IC1801  02 28.18  19 36.0  2.6 S 336 448 168
277 NGC 4809 + 10    12 54.85  02 39.2  2.1 E 420 560 210
278 NGC 7253A + B    22 19.44  29 23.9  2.6 E 336 448 168
279 NGC 1253 + A     03 14.15 -02 49.4 10.4 E  84 112  42
280 NGC 3769 + A     11 37.74  47 53.5  3.5 S 252 336 126
281 NGC 4631 + 27    12 42.10  32 32.4 21.8 E  40  54  20
282 NGC 0169         00 36.87  23 59.5  3.5 W 252 336 126
283 NGC 2798 + 99    09 17.38  42 00.0  3.5 S 252 336 126
284 NGC 7714 + 15    23 36.24  02 09.3  5.2 E 168 224  84
285 NGC 2854 + 56    09 24.05  49 12.2  5.2 W 168 224  84
286 NGC 5566 +60+69  14 20.34  03 56.0 10.4 W  84 112  42
287 NGC 2735 + A     09 02.64  25 56.1  2.6 N 336 448 168
288 NGC 5221 + 22    13 34.94  13 49.9 10.4 N  84 112  42
289 NGC 3981         11 56.12 -19 53.7 10.4 N  84 112  42
290 IC 0195 + 196    02 03.74  14 42.5  3.5 N 252 336 126
291 UGC 05832        10 42.81  13 27.6  2.6 E 336 448 168
292 IC 0575          09 54.55 -06 51.4  2.6 S 336 448 168
293 NGC 6286         16 58.52  58 56.2  3.5 N 252 336 126
294 NGC 3786 + 88    11 39.71  31 54.5 10.4 W  84 112  42
295 MCG-01-60-021    23 41.80 -03 40.6 10.4 N  84 112  42
296 MCG+10-17-5      11 28.33  58 32.5  3.5 S 252 336 126
297 NGC 5754 + 55    14 45.33  38 43.9 10.4 W  84 112  42
298 NGC 7469         23 03.26  08 52.4  3.5 N 252 336 126
299 NGC 3690         11 28.56  58 33.8  3.5 S 252 336 126
300 UGC 05029        09 28.04  68 25.3  3.5 W 252 336 126
301 UGC 06204        11 09.86  24 15.7  2.6 E 336 448 168
302 UGC 09618        14 57.02  24 37.0  2.6 N 336 448 168
303 IC 0563 + 64     09 46.34  03 02.7  3.5 S 252 336 126
304 NGC 1241 + 42    03 11.25 -08 55.3  3.5 E 252 336 126
305 NGC 4016 + 17    11 58.49  27 31.7 10.4 N  84 112  42
306 UGC 01102        01 32.49  04 35.7  5.2 E 168 224  84
307 NGC 2872 + 74    09 25.71  11 25.9  3.5 N 252 336 126
308 NGC 0545 + 47    01 25.99 -01 20.4  2.6 W 336 448 168
309 NGC 0942 + 43    02 29.17 -10 50.2  3.5 N 252 336 126
310 IC 1259          17 27.42  58 31.0  2.1 W 420 560 210
311 IC 1259 Field    17 27.29  58 29.1  5.2 E 168 224  84
312 MCG+08-31-004    16 49.81  46 43.1  2.6 W 336 448 168
313 NGC 3994 + 95    11 57.61  32 16.6 10.4 W  84 112  42
314 MCG-03-58-009    22 58.02 -03 46.1 10.4 E  84 112  42
315 NGC 2832         09 19.78  33 45.0  2.6 W 336 448 168
316 NGC 3193         10 18.42  21 53.6 16.2 W  54  72  27
317 MESSIER 65 + 66  11 18.92  13 05.6 62.4 S  14  18   7
318 NGC 0833 Group   02 09.34 -10 08.0 10.4 E  84 112  42
319 Stephan's Quint  22 35.95  33 57.9 10.4 E  84 112  42
320 NGC 3750         11 37.86  21 58.4  5.2 N 168 224  84
321 MCG-01-25-009    09 38.89 -04 51.6  2.6 N 336 448 168
322 UGC 06527        11 32.67  52 57.0  2.6 E 336 448 168
323 NGC 7783         23 54.17  00 23.0  3.5 S 252 336 126
324 UGC 10143        16 02.21  15 54.4 12.8 S  68  90  34
325 ESO 601-G018     22 06.40 -21 04.7  2.1 N 420 560 210
326 UGC 08610        13 37.31  06 28.7 10.4 N  84 112  42
327 NGC 1875         05 21.77  06 41.3  2.6 E 336 448 168
328 UGC 09532        14 47.93  19 03.4  5.2 N 168 224  84
329 UGC 06514        11 32.12  70 48.9  2.6 N 336 448 168
330 I Zw 167         16 49.13  53 25.9 10.4 N  84 112  42
331 Pisces Cloud     01 07.42  32 24.7 20.8 N  42  56  21
332 IC 1892          03 08.47 -23 03.1 20.8 N  42  56  21
333 NGC 1024         02 39.20  10 50.8  5.2 S 168 224  84
334 UGC 08498        13 30.43  31 37.2  3.5 S 252 336 126
335 NGC 3509         11 04.40  04 49.8  2.6 E 336 448 168
336 NGC 2685         08 55.59  58 44.0  6.9 S 126 168  63
337 MESSIER 82       09 55.86  69 40.8 10.4 E  84 112  42
338 Arp 338          10 10.99 -07 54.9  2.1 S 420 560 210
