UGC     1 0000.0+1622MCG+03-01-0151195  1.5  1.3    DBL SYS 14.9
UGC    23 0001.7+1030MCG+02-01-0190010  1.3  0.9  20SBb     15.2       1.2  0.8 3
UGC    24 0001.7+2219MCG+04-01-0180779  1.2  0.8  50SBc     15.4       0.9  0.7
UGC    25 0001.8+0553MCG+01-01-0201465  1.1  0.3 123Sc      16.0       1.1  0.3 6
UGC    26 0001.8+3112MCG+05-01-0291257  2.0  1.8    SBb     14.3       1.9  1.7 1
UGC    27 0001.9+0534MCG+01-01-0211465  2.2  1.2 135Sc      15.3       2.1  1.1 4
UGC    28 0002.0+0455MCG+01-01-0221465  1.6  0.7 165S0-a    13.9       1.6  0.7 6
UGC    29 0002.0+2802MCG+05-01-0301257  1.3  1.2    E       15.2       1.3  1.2
UGC    30 0002.0+3317MCG+05-01-0001257  1.2  0.15126S       16.0       0.9  0.127
UGC    31 0002.3+1655MCG+03-01-0221195  1.4  1.1  55IRR     15.3       1.3  1.0
UGC    32 0002.4+1126MCG+02-01-0000010  1.3  1.3            17.        1.2  1.2
UGC    33 0002.5+0451MCG+01-01-0241465  1.2  0.9    SB0-a   15.4       1.3  1.0 2
UGC    34 0002.6+0638MCG+01-01-0251465  1.9  1.3 145Sa/Sb   14.5       2.0  1.4 3
UGC    35 0002.7+0559MCG+01-01-0001465  1.7  1.5    DWRF SP 17.        1.5  1.3
UGC    36 0002.7+0630MCG+01-01-0261465  1.7  0.8  18Sa      14.7       1.7  0.8 5
UGC    37 0002.9+0454MCG+01-01-0281465  1.3  0.4  27SBb     15.5       1.3  0.4
UGC    38 0002.9+0457MCG+01-01-0271465  1.4  1.3    SB0     14.6       1.3  1.2 1
UGC    39 0003.0+5322MCG+09-01-0000636  1.3  0.6   7Sc      17.        1.2  0.6 5
UGC    40 0003.2+2710MCG+04-01-0210779  1.2  0.7 115SB      15.2       1.2  0.7 4
UGC    41 0003.4+2212MCG+04-01-0220779  1.2  0.3  30SBc     16.0       0.8  0.2 6
UGC    42 0003.5+1251MCG+02-01-0000010  1.0  1.0    DISTRBD 17.        0.9  0.9
UGC    43 0003.5+1409MCG+02-01-0000010  1.0  0.3 175        16.5       1.2  0.3 6
UGC    44 0003.6+1928MCG+03-01-0001195  1.0  0.9            17.        0.9  0.9 1
UGC    45 0003.6+5416MCG+09-01-0000636  1.0  0.4 150Sc-IRR  15.5       0.9  0.3 6
UGC    46 0003.8+1709MCG+03-01-0231195  0.8  0.6    DBL SYS 14.5
UGC    47 0004.0+1700MCG+03-01-0001195  1.4  0.2  64        17.        1.0  0.2 7
UGC    48 0004.0+4736MCG+08-01-0210839  2.1  1.9    SB c    16.0       2.   2.  1
UGC    49 0004.1+0805MCG+01-01-0301465  1.4  1.3    Sc      15.4       1.5  1.5 1
UGC    50 0004.1+2553MCG+04-01-0240779  1.0  0.30 10Sa-b    14.9       0.9  0.256
UGC    51 0004.2+0450MCG+01-01-0321465  1.1  0.7  30SBb-c   15.3       1.1  0.7 3
UGC    52 0004.2+0821MCG+01-01-0341465  1.8  1.8    Sc      15.0       1.8  1.8 1
UGC    53 0004.3+1902MCG+03-01-0251195  1.4  0.8    Sb/SBc  15.5       1.0  0.7
UGC    54 0004.3+4128MCG+07-01-0001243  1.2  0.10 28Sc      17.        1.2  0.107
UGC    55 0004.4+4623MCG+08-01-0220839  1.2  0.9 115        17.        1.1  0.9
UGC    56 0004.5+1348MCG+02-01-0000010  1.0  0.8  30Sc      15.6       0.9  0.7 2
UGC    57 0004.6+2726MCG+04-01-0250779  1.8  1.2 120Sb      13.4       1.6  1.1 3
UGC    58 0004.7+0802MCG+01-01-0371465  1.2  0.7 113S0?     14.6       1.1  0.7
UGC    59 0004.7+2724MCG+04-01-0260779  1.1  0.7 115Sa-b    14.8       0.9  0.5 3
UGC    60 0004.7+3220MCG+05-01-0321257  1.8  0.35 38Sb      13.4       1.8  0.356
UGC    61 0004.9+4646MCG+08-01-0240839  1.6  1.4 145S0      14.3       1.6  1.4 1
UGC    62 0005.2+3505MCG+06-01-0131247  1.2  0.7 115(E)     14.6       1.1  0.6
UGC    63 0005.2+3541MCG+06-01-0141247  1.0  0.7  55IRR     15.6       0.9  0.5
UGC    64 0005.2+4036MCG+07-01-0051243  1.4  1.1  35KNOTS   15.5       1.3  0.9
UGC    65 0005.4+3248MCG+05-01-0001257  1.1  0.7 133        13.8+5100  0.7  0.35
UGC    66 0005.5+0926MCG+01-01-0381465  1.5  1.3  85Sb/SBb  14.9       1.5  1.3 1
UGC    67 0005.6+0730MCG+01-01-0391465  1.5  0.5  24Sa-b    15.4       1.5  0.5 6
UGC    68 0005.6+2644MCG+04-01-0280779  1.0  0.55145SB      14.4       0.9  0.55
UGC    69 0005.6+2715MCG+04-01-0270779  1.3  0.9  42Sc      14.7       1.3  0.9 4
UGC    70 0005.7+4930MCG+08-01-0000839  1.0  0.8            16.5       1.0  1.0
UGC    71 0006.0+4350MCG+07-01-0001243  1.2  0.7 100Sb-c    15.7       1.0  0.6 4
UGC    72 0006.1-0100MCG+00-01-0280319  1.1  0.5  18Sa      15.5       1.0  0.5 6
UGC    73 0006.1+3710MCG+06-01-0151247  1.6  0.22111Sa      14.5       1.7  0.257
UGC    74 0006.2+0420MCG+01-01-0401465  2.0  1.7 125Sc      14.5       2.1  1.9 1
UGC    75 0006.2+1532MCG+03-01-0261195  3.0  2.5  25IRR     13.3       3.   2.
UGC    76 0006.2+2415MCG+04-01-0290779  1.1  0.3 136        16.0       1.1  0.3
UGC    77 0006.2+3310MCG+05-01-0341257  2.5  0.7  53Sb      14.2       2.4  0.6 6
UGC    78 0006.3+2333MCG+04-01-0300779  1.3  0.7 155PECULR  14.5       0.9  0.4
UGC    79 0006.4+2521MCG+04-01-0310779  1.7  1.3  85Sc      15.7       1.7  1.3 2
UGC    80 0006.4+2727MCG+04-01-0320779  1.8  1.0  16S0      12.5+3110  1.8  1.0 2
UGC    81 0006.5+1037MCG+02-01-0220010  1.4  0.4  47Sb      15.7       1.5  0.4 7
UGC    82 0006.5+2121MCG+03-01-0271195  1.2  0.7  30Sa      14.9       1.2  0.7 4
UGC    83 0006.8+0020MCG+00-01-0000319  1.1  0.12 39Sb      16.5       0.8  0.127
UGC    84 0006.9+3303MCG+05-01-0361257  1.7  1.5 140E-S0    14.5       2.0  1.7
UGC    85 0006.9+4705MCG+08-01-0260839  1.0  0.45 87Sb-c    14.5       1.0  0.456
UGC    86 0007.2+2734MCG+05-01-0391257  1.8  1.4 160Sb      14.9       1.7  1.4 2
UGC    87 0007.2+2805MCG+05-01-0381257  1.2  1.2    E?      15.1       1.4  1.4
UGC    88 0007.3+0425MCG+01-01-0411465  1.2  0.9  25S0-a    15.3       1.2  0.9
UGC    89 0007.3+2539MCG+04-01-0330779  2.2  1.6   8SBa     12.5+4568  2.2  1.5
UGC    90 0007.4+1640MCG+03-01-0001195  1.1  0.3  88DWARF   18.        1.0  0.3
UGC    91 0007.4+2753MCG+05-01-0401257  1.4  0.35115S       15.7       1.3  0.356
UGC    92 0007.4+2756MCG+05-01-0411257  1.5  1.3    Sb      14.7       1.6  1.3 1
UGC    93 0007.7+3035MCG+05-01-0421257  2.6  2.0  60S IV    15.6       2.0  1.7 2
UGC    94 0007.8+2533MCG+04-01-0340779  2.0  1.1 100Sb      13.9       1.6  1.1 4
UGC    95 0007.8+2843MCG+05-01-0431257  1.9  0.15  7Sc      15.7       1.9  0.157
UGC    96 0007.9+2844MCG+05-01-0441257  1.5  0.6 117S       14.5       1.3  0.6 6
UGC    97 0008.0+2824MCG+05-01-0451257  1.3  0.7  70S0      15.6       1.1  0.6 4
UGC    98 0008.0+3243MCG+05-01-0461257  1.2  0.6  42SBb     13.9       1.2  0.6 5
UGC    99 0008.1+1327MCG+02-01-0230010  3.   3.     DWRF SP 16.0       3.   3.
UGC   100 0008.1+3305MCG+05-01-0481257  1.6  0.7 154Sb-c    13.5       1.6  0.7 6
UGC   101 0008.3+2517MCG+04-01-0350205  1.4  0.6 155SBa     15.4       1.3  0.6 5
UGC   102 0008.4+2947MCG+05-01-0491257  1.6  1.3  85SBa/Sa  14.8       1.6  1.3 2
UGC   103 0008.5+0400MCG+01-01-0001465  1.1  1.1    S       17.        1.0  0.9 1
UGC   104 0008.6+0743MCG+01-01-0421465  1.2  0.7  75SBa     16.0       1.4  0.9 4
UGC   105 0008.7+2838MCG+05-01-0501257  1.2  1.1    SB0     15.1       1.2  1.1 1
UGC   106 0008.8+0606MCG+01-01-0431465  2.7  1.5  21Sb/SBb  14.5       2.5  1.4 4
UGC   107 0009.0+2740MCG+05-01-0001257  1.1  0.20 18S       16.0       1.0  0.157
UGC   108 0009.2+2814MCG+05-01-0511257  1.0  0.5  51SB:b    14.8       1.1  0.6 5
UGC   109 0009.3-0122MCG+00-01-0370319  1.1  1.0    S-IRR   17.        1.1  1.0
UGC   110 0009.4+2607MCG+04-01-0000205  1.3  0.8 145Sc      15.3       1.3  0.8 4
UGC   111 0009.6+1146MCG+02-01-0240010  1.3  0.4  76Sc      15.4       1.2  0.4 6
UGC   112 0009.6+4128MCG+07-01-0001243  2.   2.     DWRF SP 17.        1.8  1.5 1
UGC   113 0009.7+2203MCG+04-01-0370205  1.2  0.4 105Sa      14.9       1.2  0.5 6
UGC   114 0009.7+3047MCG+05-01-0521257  1.2  1.1    Sc      14.4       1.3  1.2 1
UGC   115 0010. +8806MCG+15-01-0010570  2.3  2.1    DWRF SP 16.5       1.8  1.7
UGC   116 0010.1+0514MCG+01-01-0451465  1.2  0.5  68S       15.4       0.8  0.3 6
UGC   117 0010.2+3306MCG+05-01-0531257  1.7  1.2 110Sc      15.2       1.7  1.2 3
UGC   118 0010.3+2150MCG+04-01-0410205  1.1  0.6 115E-S0    15.0       1.1  0.6
UGC   119 0010.4+1408MCG+02-01-0250010  1.0  0.6  78PECULR  14.2       1.1  0.5
UGC   120 0010.4+3039MCG+05-01-0541257  1.4  1.3    SB0     13.9       1.5  1.4 1
UGC   121 0010.4+3858MCG+06-01-0171247  1.2  0.7 105SBc     15.4       1.1  0.7 4
UGC   122 0010.7+1645MCG+03-01-0281195  2.6  0.4 109IRR     15.2       1.9  0.4
UGC   123 0010.8+1713MCG+03-01-0291195  1.0  1.0  10S       14.2       1.3  1.1
UGC   124 0010.8+2806MCG+05-01-0001257  1.1  0.20 32Sa      15.5       1.2  0.207
UGC   125 0011.1+4753MCG+08-01-0280839  1.1  0.4  72S0      15.2       1.2  0.6 5
UGC   126 0011.2+1420MCG+02-01-0000010  1.1  1.0    S       15.7       1.0  1.0 1
UGC   127 0011.2+2642MCG+04-01-0420205  1.8  0.8 135SB:c    16.5       1.7  0.7
UGC   128 0011.2+3543MCG+06-01-0191247  2.3  2.0  65S IV-V  16.5       2.   2.
UGC   129 0011.3+0326MCG+00-01-0410319  1.0  0.9    SBb     15.5       0.9  0.9 1
UGC   130 0011.3+3037MCG+05-01-0001257  0.4  0.35160COMPACT 14.2       0.45 0.35
UGC   131 0011.3+4753MCG+08-01-0300839  1.1  0.20170S       15.2       1.1  0.206
UGC   132 0011.4+1242MCG+02-01-0260010  1.6  0.5  14        15.3       1.8  0.7 6
UGC   133 0011.4+4758MCG+08-01-0310839  1.7  1.0  15Sb      15.0       1.7  0.8 4
UGC   134 0011.5+1238MCG+02-01-0000010  1.0  1.0    S IV-V  17.        0.9  0.8 1
UGC   135 0011.6+0709MCG+01-01-0001465  1.2  0.1  27        17.        1.2  0.1 7
UGC   136 0011.7+4758MCG+08-01-0330839  1.0  0.9 165S0?     15.3       1.1  1.0
UGC   137 0011.8+4824MCG+08-01-0340839  1.2  0.4  77Sb-c    15.7       1.0  0.3 6
UGC   138 0011.9+4759MCG+08-01-0350839  1.4  1.3    (S0-a)  14.6       1.7  1.6 1
UGC   139 0012.0-0100MCG+00-01-0430319  2.4  1.3  82Sc      14.8       2.2  1.1 5
UGC   140 0012.0+1817MCG+03-01-0301195  2.6  0.5 127S       14.6       2.6  0.5 6
UGC   141 0012.0+2810MCG+05-01-0001257  1.2  0.6 145SB0-a   15.7       1.2  0.6 6
UGC   142 0012.2+0457MCG+01-01-0001465  1.3  0.4 133SBb     15.6       1.3  0.4 6
UGC   143 0012.7+0537MCG+01-01-0461465  1.4  1.3    SBa     16.0       1.1  0.9 1
UGC   144 0012.8+1557MCG+03-01-0321195  1.0  0.3  90Sb-c    15.7       0.9  0.2 6
UGC   145 0012.9+1703MCG+03-01-0311195  2.6  2.1  40E       13.7       2.8  2.3
UGC   146 0013.1+2710MCG+04-01-0450205  1.2  0.6  65S0      15.4       1.1  0.5
UGC   147 0013.1+2923MCG+05-01-0571257  1.7  0.25156S0-a    14.6       1.7  0.307
UGC   148 0013.2+1548MCG+03-01-0341195  1.5  0.4  98S       14.0       1.5  0.4 6
UGC   149 0013.3+1347MCG+02-01-0270010  1.3  0.3  60S       15.6       1.1  0.3 6
UGC   150 0013.4-0034MCG+00-01-0480319  1.6  1.6    S       15.4       1.4  1.4 1
UGC   151 0013.6+1003MCG+02-01-0280010  1.3  1.2    S0?     14.7       1.5  1.3
UGC   152 0013.9+2939MCG+05-01-0591257  1.5  0.5  73Sc      15.7       1.5  0.5 6
UGC   153 0014.0+4740MCG+08-01-0000839  1.2  0.5 178        17.        0.8  0.3
UGC   154 0014.2+0211MCG+00-01-0000319  1.2  1.2    DWARF   18.        0.8  0.8
UGC   155 0014.2+0647MCG+01-01-0471465  1.6  0.4   3S       14.6       1.5  0.4 6
UGC   156 0014.2+1204MCG+02-01-0290010  3.   2.    5DWRF IR 15.3       3.   2.
UGC   157 0014.3+2735MCG+05-01-0601257  1.1  0.9  15SBb     15.1       1.1  0.9 1
UGC   158 0014.4+4153MCG+07-01-0061243  1.9  0.6 173Sb      15.5       1.9  0.5 6
UGC   159 0014.5+1715MCG+03-01-0001195  1.4  1.4    DWARF   18.        1.   1.
UGC   160 0014.5+3412MCG+06-01-0211247  1.6  1.5    S IV-V  16.5       1.4  1.4 1
UGC   161 0014.6+0627MCG+01-01-0001465  1.1  0.9    DWARF   18.        1.   1.
UGC   162 0014.6+1709MCG+03-01-0351195  1.3  0.5  43S       15.6       1.3  0.5 6
UGC   163 0014.7+0627MCG+01-01-0481465  1.1  0.6 103SBc     15.4       1.1  0.6
UGC   164 0014.8+1747MCG+03-01-0361195  1.8  0.7  65SBb/SBc 15.2       1.5  0.7 5
UGC   165 0015.0+2423MCG+04-01-0470205  1.0  0.2  37Sa-b    15.4       1.0  0.2 7
UGC   166 0015.0+2956MCG+05-01-0621257  2.4  1.2  18Sc      15.5       1.7  0.9 5
UGC   167 0015.1+1110MCG+02-01-0300010  1.7  1.1 108S       12.6       2.0  1.2 4
UGC   168 0015.5+1801MCG+03-01-0371195  1.2  0.3 162Sa      16.0       1.3  0.3 7
UGC   169 0015.7+1906MCG+03-01-0001195  1.1  0.9    SB?c    14.8       1.0  0.9 1
UGC   170 0015.7+2948MCG+05-01-0651257  1.2  1.1    (S0)    14.5+5787  1.5  1.4
UGC   171 0015.7+4827MCG+08-01-0360839  0.9  0.7  30IRR     14.4       1.0  0.8
UGC   172 0015.8+1734MCG+03-01-0001195  1.0  0.12110Sc      17.        0.9  0.157
UGC   173 0015.8+2947MCG+05-01-0681257  1.5  1.2    (E)     14.8+6591  1.5  1.2
UGC   174 0015.8+2949MCG+05-01-0671257  2.0  1.6   0Sb      14.5       2.0  1.6
UGC   175 0015.8+4943MCG+08-01-0380839  1.3  0.9  50Sc/SBc  15.5       1.2  0.8
UGC   176 0015.9+2946MCG+05-01-0691257  1.3  1.0  15SBa     15.0+6976  1.3  1.2 1
UGC   177 0016.0+7926MCG+13-01-0001213  1.3  0.5  42S       15.4
UGC   178 0016.1+4744MCG+08-01-0370839  1.2  0.6  17S       14.5       1.0  0.355
UGC   179 0016.4+2312MCG+04-01-0490205  1.3  0.7   3Sc      15.3       1.3  0.6 5
UGC   180 0016.5+1528MCG+02-01-0320010  1.2  0.4 170Sa-b    15.3       1.1  0.3 6
UGC   181 0016.5+1907MCG+03-01-0381195  1.3  0.3  14Sa      15.4       1.3  0.4 6
UGC   182 0016.8+0610MCG+01-01-0511465  1.9  1.9    S0      14.8       1.8  1.8 1
UGC   183 0016.9+4658MCG+08-01-0390839  1.6  0.7  50Sb      13.8       1.5  0.6 6
UGC   184 0017.0+1255MCG+02-02-0000823  1.   1.     DWARF   19.        1.   1.
UGC   185 0017.0+2940MCG+05-01-0721257  1.4  1.2  80COMPACT 14.0       1.4  1.2
UGC   186 0017.2+2330MCG+04-01-0500205  1.1  0.5  30SBb     14.9       1.2  0.6 5
UGC   187 0017.4+0852MCG+01-02-0000915  1.1  0.3  66S       16.5       1.1  0.3 6
UGC   188 0017.4+1943MCG+03-02-0030903  1.4  0.4  13SB      15.7       1.3  0.3
UGC   189 0017.5+1450MCG+02-02-0000823  1.2  0.9 120        17.        1.0  0.8
UGC   190 0017.5+4217MCG+07-01-0071243  1.4  0.9 110        16.5       1.0  0.8
UGC   191 0017.6+1036MCG+02-01-0330823  2.6  2.1 150DWRF SP 15.6       2.3  1.8
UGC   192 0017.6+5902MCG+10-01-0001233  8.   7.     DWRF IR      -347 10.  10.
UGC   193 0017.8+0033MCG+00-02-0040591  1.3  0.9  80SB0-a   14.5       1.1  0.8 3
UGC   194 0017.8+0033MCG+00-02-0050591  1.2  1.0    S0      14.5       1.3  0.9
UGC   195 0017.8+0725MCG+01-02-0030915  1.5  0.6 163Sb-c    15.0       1.6  0.6 6
UGC   196 0017.9+4710MCG+08-01-0400839  1.5  1.1 140SBc     14.2       1.1  0.8 3
UGC   197 0018.2+1945MCG+03-02-0040903  1.2  1.1    Sa      15.1       1.4  1.2 1
UGC   198 0018.3+2136MCG+04-02-0021188  0.8  0.7  30S       14.2       0.8  0.7
UGC   199 0018.4+1235MCG+02-02-0000823  1.   1.     DWARF   19.        1.   1.
UGC   200 0018.4+1725MCG+03-02-0000903  1.1  1.0    DWRF IR 18.        0.8  0.8
UGC   201 0018.5+0720MCG+01-02-0000915  1.2  0.2  18Sc      16.5       0.9  0.157
UGC   202 0018.5+2657MCG+04-02-0001188  1.4  0.8  25SB0     14.5       1.4  0.9 4
UGC   203 0018.6+2205MCG+04-02-0041188  2.2  2.0    S0      13.7+5586  2.3  2.2
UGC   204 0018.7+2250MCG+04-02-0061188  1.4  0.9 150Sc      14.6       1.2  0.8 3
UGC   205 0018.8+1703MCG+03-02-0060903  1.4  0.7  10SB      15.6
UGC   206 0018.8+2209MCG+04-02-0051188  1.3  1.2    E       14.3+6541  1.3  1.2
UGC   207 0018.9+2923MCG+05-02-0041244  1.0  0.3  17Sb      15.6       1.0  0.3 6
UGC   208 0019.2+2208MCG+04-02-0111188  2.4  0.9 132S       14.5       1.8  0.9
UGC   209 0019.4+2208MCG+04-02-0121188  1.5  0.7  48S       14.7       1.6  0.7 5
UGC   210 0019.4+2328MCG+04-02-0131188  1.3  0.45 19Sb      15.0       1.3  0.456
UGC   211 0019.6+2020MCG+03-02-0000903  1.1  0.2 165        17.        1.1  0.1 7
UGC   212 0019.8-0134MCG+00-02-0140591  1.7  0.7  18SB      15.0       1.2  0.6
UGC   213 0019.8+0610MCG+01-02-0000915  1.3  0.8 150(S0)    15.7       1.2  0.7
UGC   214 0019.8+1013MCG+02-02-0030823  1.8  1.3  75Sc      13.4       1.7  1.3 1
UGC   215 0019.8+2913MCG+05-02-0061244  1.3  0.8 135SBa     14.9       1.4  0.8 4
UGC   216 0019.9+2928MCG+05-02-0071244  1.5  1.3    (E)     13.5       1.5  1.3
UGC   217 0020.0+2750MCG+05-02-0001244  1.2  0.8  10DWARF   17.        0.9  0.8
UGC   218 0020.3+0642MCG+01-02-0050915  1.4  1.4    S       14.9       1.6  1.6 1
UGC   219 0020.4+1558MCG+03-02-0070903  1.2  0.5 148        15.7       1.2  0.5
UGC   220 0020.5+0210MCG+00-02-0000591  1.4  0.5 177S0      16.0       1.7  0.7 6
UGC   221 0020.6+2710MCG+04-02-0001188  0.7  0.5 155PECULR  14.5       0.7  0.4
UGC   222 0020.7+3452MCG+06-02-0000398  1.2  0.1 138        18.        0.8  0.1
UGC   223 0020.9+1958MCG+03-02-0000903  1.6  1.6    (DWARF) 16.5       1.5  1.5
UGC   224 0021.0-0047MCG+00-02-0180591  1.3  0.7    DISRPTD 15.4
UGC   225 0021.0+2034MCG+03-02-0080903  1.1  1.0    S0      16.0       1.2  1.0
UGC   226 0021.2+1424MCG+02-02-0050823  1.2  0.6   4        15.1+5400  1.1  0.6
UGC   227 0021.2+2640MCG+04-02-0001188  1.5  1.1 145COMPACT 14.7       1.5  1.1
UGC   228 0021.3+2402MCG+04-02-0151188  1.3  0.9  43Sb-c    14.8       1.0  0.8 3
UGC   229 0021.3+2803MCG+05-02-0001244  1.0  0.5  35Sb      15.3       0.7  0.4 5
UGC   230 0021.4+1530MCG+02-02-0060823  1.5  1.5    Sc      14.0       1.4  1.4 1
UGC   231 0021.5+1612MCG+03-02-0090903  5.8  0.7  56Sc      14.6       5.1  0.7 6
UGC   232 0022.0+3259MCG+05-02-0091244  1.5  1.5    SBa     14.7       0.8  0.551
UGC   233 0022.1+1433MCG+02-02-0000823  1.   1.     PECULR  14.6+5400  1.   1.
UGC   234 0022.2+2917MCG+05-02-0001244  1.2  0.5  72Sc      15.6       1.0  0.5 6
UGC   235 0022.2+4453MCG+07-02-0000851  1.1  0.5 135E-S     16.0       1.0  0.5
UGC   236 0022.3+4323MCG+07-02-0000851  1.1  1.1    E       15.0       1.1  1.1
UGC   237 0022.4+0623MCG+01-02-0060915  1.0  0.5  70SBa     15.4       1.0  0.5 5
UGC   238 0022.4+3105MCG+05-02-0101244  2.0  0.5 178S       14.4       1.9  0.5 6
UGC   239 0022.5+4147MCG+07-02-0000851  1.1  0.8    IRR     16.5       0.8  0.6
UGC   240 0022.7+0613MCG+01-02-0070915  1.0  0.5  68Sb/SBb  14.9       1.1  0.6 5
UGC   241 0022.8+1237MCG+02-02-0080823  0.9  0.7 167Sa      14.1       1.0  0.8 2
UGC   242 0022.8+1956MCG+03-02-0100903  2.0  1.7    SBc     14.3       2.1  1.8
UGC   243 0022.8+4539MCG+08-02-0011224  1.9  0.4   2Sb      14.9       1.9  0.4 7
UGC   244 0022.9+2433MCG+04-02-0171188  1.1  0.5 154SB?b-c  14.9       1.0  0.5 5
UGC   245 0023.3+0508MCG+01-02-0100915  1.5  0.5   3SBa-b   15.7       1.3  0.5 6
UGC   246 0023.3+2856MCG+05-02-0121244  2.3  2.0    SB0     13.3       2.3  2.0 1
UGC   247 0023.4+1404MCG+02-02-0000823  1.1  0.2  19Sc      16.5       1.0  0.2 6
UGC   248 0023.4+2527MCG+04-02-0181188  1.9  1.3  48DISRPTD 14.9
UGC   249 0023.6+1322MCG+02-02-0090823  1.7  1.0  90S-IRR   14.8       1.5  0.9
UGC   250 0023.6+1608MCG+03-02-0110903  1.4  1.1 155SB:c    15.6       1.3  1.0 2
UGC   251 0023.6+2132MCG+04-02-0201188  1.3  1.1    SBa     15.0       1.3  1.1 1
UGC   252 0023.8+0045MCG+00-02-0260591  1.1  0.8 120Sc      16.5       1.0  0.7 3
UGC   253 0023.9+0601MCG+01-02-0110915  1.4  0.8  30Sb/SBb  15.3       1.1  0.7 4
UGC   254 0023.9+3913MCG+06-02-0000398  1.1  0.3  33S       16.5       1.0  0.3 6
UGC   255 0024.2+3125MCG+05-02-0131244  1.3  0.6 108S       14.5       1.1  0.5 5
UGC   256 0024.2+4945MCG+08-02-0031224  1.3  0.2 171Sb-c    15.6       1.3  0.2 7
UGC   257 0024.3+0112MCG+00-02-0000591  1.4  1.2            16.0       1.3  1.0
UGC   258 0024.4+5049MCG+08-02-0001224  1.1  0.5 167Sa-b    16.0       1.1  0.5 5
UGC   259 0024.5-0203MCG+00-02-0270591  1.3  1.0 165SB0     15.0       1.2  0.9 2
UGC   260 0024.5+1118MCG+02-02-0110823  3.1  0.7  21Sc      14.0       3.0  0.7 6
UGC   261 0024.6+2354MCG+04-02-0221188  1.3  1.0    PECULR  14.8       1.2  1.0
UGC   262 0024.6+3931MCG+07-02-0000851  1.2  0.6  67PECULR  15.110850  1.0  0.7
UGC   263 0024.6+4346MCG+07-02-0040851  1.6  0.3 171Sc-IRR  16.5       1.7  0.3 6
UGC   264 0024.7-0203MCG+00-02-0320591  1.3  0.9    COMPACT 14.9       0.9  0.8
UGC   265 0024.7+1947MCG+03-02-0120903  1.3  1.0 117S       15.2       1.2  1.0 2
UGC   266 0024.8+1033MCG+02-02-0000823  1.1  0.7 137S?      16.0       1.2  0.8
UGC   267 0024.9-0147MCG+00-02-0330591  1.6  0.6  73S0      14.8       1.5  0.6 6
UGC   268 0025.0+0836MCG+01-02-0130915  2.6  1.3  15S       15.0       2.7  1.4
UGC   269 0025.1+0358MCG+01-02-0000915  1.1  0.5 110S       16.0       1.0  0.4 5
UGC   270 0025.2+3230MCG+05-02-0001244  1.2  1.1            17.        1.   1.
UGC   271 0025.3-0205MCG+00-02-0380591  1.6  0.9 168Sc      13.8       1.5  0.9 4
UGC   272 0025.3-0128MCG+00-02-0360591  1.8  0.8 130Sc      15.5       1.5  0.8 5
UGC   273 0025.3+2544MCG+04-02-0001188  1.2  0.8 115S?IV-V  17.        0.8  0.7
UGC   274 0025.3+3020MCG+05-02-0141244  1.2  0.7  25SB0-a   15.6       1.1  0.6 4
UGC   275 0025.4+0214MCG+00-02-0370591  1.9  0.9 128SB      14.9       1.7  0.8 5
